cityId;codeIataCity;codeIso2Country;nameCity;latitudeCity;longitudeCity;timezone;GMT;nameTranslations;popularity;geonameId;;
77;ADH;RU;Aldan;58,6;125,4;Asia/Yakutsk;10;Aldan,Aldan,Aldan,Aldan,Aldan,?????,??????,Adrian,???;0;0;;
78;ADI;NA;Arandis;-22,4;15;Africa/Windhoek;2;Arandis,???????,????;0;3352844;;
79;ADK;US;Adak Island;51,88278;-176,64473;America/Adak;-10;Adak Island,Adak Island,Adak Island,;10;0;;
80;ADL;AU;Adelaide;-34,9286212;138,5999594;Australia/Adelaide;11;Adelaide,Adelaide,Adelaida,Ad;24;2078025;;
81;ADM;US;Ardmore;34,303055;-97,01945;America/Chicago;-6;Ardmore,Ardmore;0;4529469;;
82;ADN;CO;Andes;5,666667;-75,933334;America/Bogota;-5;Andes,Andes,?????;0;3674962;;
83;ADO;AU;Andamooka;-31,016666;137,15;Australia/Adelaide;11;Andamooka,Andamooka,????????,????;0;0;;
84;ADP;LK;Ampara;7,336389;81,625275;Asia/Colombo;6;Ampara,Ampara,Ampara;0;1251081;;
85;ADQ;US;Kodiak;57,79;-152,4072222;America/Anchorage;-9;Kodiak,Kodiak,Kodiak,Kodiak,Kodiak,??????,????????,Kodiak,????;0;5866583;;
86;ADR;US;Andrews;33,45;-79,566666;America/New_York;-5;Andrews,??????,????;0;4588718;;
87;ADT;US;Ada;34,8;-96,666664;America/Chicago;-6;Ada,???,Ada OK,???;0;4529096;;
88;ADU;IR;Ardabil;38,323826;48,42125;Asia/Tehran;4;Ardabil,Ardabil,???????,?????????,Ardabil,?????;0;0;;
89;ADW;US;Camp Springs;38,816666;-76,86667;America/New_York;-5;Camp Springs,???? ???????,Camp Springs,?????;0;0;;
90;ADX;GB;St Andrews;56,36667;-2,866667;Europe/London;0;St Andrews,????-??????,St Andrews;0;2644581;;
91;ADY;ZA;Alldays;-22,666668;29,05;Africa/Johannesburg;2;Alldays,??????,????;0;981827;;
92;ADZ;CO;San Andres Island;12,586047;-81,70221;America/Bogota;-5;San Andres Island,San Andres Island,San Andres Island,;0;3670218;;
93;AEA;KI;Abemama Atoll;0,483333;173,85;Pacific/Tarawa;12;Abemama Atoll,Abemama Atoll,???????,Abemama,??????;0;0;;
94;AEB;CN;Baise;23,71947;106,96777;Asia/Shanghai;8;Baise,???????,Baise Youjiang;0;1794330;;
95;AED;US;Aleneva;58,033333;-152,9;America/Anchorage;-9;Aleneva,???????;0;5879155;;
96;AEE;SS;Adareil;10,05667;32,96096;Africa/Juba;3;Adareil;0;0;;
97;AEG;ID;Aek Godang;1,399722;99,416664;Asia/Jakarta;7;Aek Godang,Aek Godang,Aek Godang,Aek Godang,Aek Godang,??? ??????,????????,Aek Godang,Aek Godang;0;1214618;;
98;AEH;TD;Abéché;13,851389;20,850834;Africa/Ndjamena;1;Ab;0;0;;
99;AEI;ES;Algeciras;36,1289;-5,441301;Europe/Madrid;1;Algeciras,Algeciras,??????????,Algeciras;0;2522013;;
100;AEK;PG;Aseki;-7,366667;146,28334;Pacific/Port_Moresby;10;Aseki,Aseki,?????;0;2100468;;
101;AEL;US;Albert Lea;43,65;-93,36667;America/Chicago;-6;Albert Lea,???????-??,Albert Lea,??????;0;5016024;;
102;AEO;MR;Aioun El Atrouss;16,709167;-9,635556;Africa/Nouakchott;0;Aioun El Atrouss,???-???-?????,Aioun El Atrouss;0;0;;
103;AER;RU;Sochi;43,44884;39,941105;Europe/Moscow;3;Adler,Sochi,Adler,Adler,Adler,?????,????,Adler\/Sochi,??;196;491422;;
104;AES;NO;Aalesund;62,559643;6,116605;Europe/Oslo;1;Aalesund,Aalesund,Alesund,Alesund,Alesund,????????,???????????????,Aalesund,???;0;3163392;;
105;AET;US;Allakaket;66,56167;-152,65834;America/Anchorage;-9;Allakaket,Allakaket,Allakaket,Allakaket,Allakaket,?????????,??????????,Allakaket;0;5879223;;
106;AEU;IR;Abu Musa;25,8875;55,041668;Asia/Tehran;4;Abu Musa,Abu Musa,??? ????;0;0;;
107;AEX;US;Alexandria;31,3112936;-92,4451371;America/Chicago;-6;Alexandria,Alexandria,Alexandria,Alexandria,Alexandria,???????????,??????????????,Alexandria,????;0;4314550;;
108;AEY;IS;Akureyri;65,654564;-18,075068;Atlantic/Reykjavik;0;Akureyri,Akureyri,Akureyri,Akureyri,Akureyri,????????,??????,Akureyri,????;2;2633274;;
109;AFA;AR;San Rafael;-34,58917;-68,40056;America/Argentina/Mendoza;-2;San Rafael,San Rafael,San Rafael,San Rafael,San Rafael,???-???????,??????????,San Rafael,????;0;3836669;;
110;AFD;ZA;Port Alfred;-33,583332;26,883333;Africa/Johannesburg;2;Port Alfred,???? ???????;0;964432;;
111;AFI;CO;Amalfi;6,916667;-75,066666;America/Bogota;-5;Amalfi,Amalfi,???????,????;0;3674962;;
112;AFL;BR;Alta Floresta;-9,872456;-56,104767;America/Cuiaba;-3;Alta Floresta,Alta Floresta,Alta Floresta,Alta Floresta,Alta Floresta,????-????????,?????????????,Alta Floresta,??????;0;6316343;;
113;AFN;US;Jaffrey;42,833332;-72,066666;America/New_York;-5;Jaffrey,???????,???;0;5088061;;
114;AFO;US;Afton;42,733334;-110,933334;America/Denver;-7;Afton,?????,???;0;5828648;;
115;AFR;PG;Afore;-9,133333;148,38333;Pacific/Port_Moresby;10;Afore,Afore,????;0;2101332;;
116;AFS;UZ;Zarafshan;41,61361;64,233055;Asia/Samarkand;5;Zarafshan,????????,????????,Zarafshan,????;0;0;;
117;AFT;SB;Afutara;-9,2;160,85;Pacific/Guadalcanal;11;Afutara,Afutara,Afutara,Afutara,Afutara,???????,Afutara;0;0;;
118;AFY;TR;Afyon;38,733334;30,6;Europe/Istanbul;2;Afyon,Afyon,??????????????,Afyon,???;0;325303;;
119;AFZ;IR;Sabzevar;36,171513;57,60332;Asia/Tehran;4;Sabzevar,????????,?????????;0;0;;
120;AGA;MA;Agadir;30,378326;-9,555895;Africa/Casablanca;0;Agadir,Agadir,Agadir,Agadir,Agadir,??????,????????,Agadir,????;0;2561668;;
121;AGD;ID;Anggi;-1,383333;133,86667;Asia/Jayapura;9;Anggi,Anggi,?????,Anggi,??;0;1636308;;
122;AGE;DE;Wangerooge;53,783333;7,916667;Europe/Berlin;1;Wangerooge,?????????,Wangerooge,????;0;2814266;;
123;AGF;FR;Agen;44,17361;0,598611;Europe/Paris;1;Agen,Agen,Agen,Agen,Agen,????,??????,Agen,??;0;3038634;;
124;AGG;PG;Angoram;-4,168611;144,07388;Pacific/Port_Moresby;10;Angoram,Angoram,???????;0;2100765;;
125;AGH;SE;Angelholm;56,2432;12,8615092;Europe/Stockholm;1;Angelholm/Helsingborg,Angelholm,Angelholm,Angelholm,Angelholm,?????????,??????????? (????????????),Angelholm,??????/????;0;2725900;;
126;AGI;SR;Wageningen;5,833333;-56,833332;America/Paramaribo;-3;Wageningen,Wageningen,??????????,Wagenigen;0;0;;
127;AGJ;JP;Aguni;26,589722;127,23805;Asia/Tokyo;9;Aguni,?????,Aguni,??;0;1856035;;
128;AGK;PG;Kagua;-6,403333;143,84666;Pacific/Port_Moresby;10;Kagua,Kagua,?????;0;2095091;;
129;AGL;PG;Wanigela;-9,340278;149,15527;Pacific/Port_Moresby;10;Wanigela,Wanigela,????????,Wanigela;0;2132313;;
130;AGM;GL;Tasiilaq;65,6;-37,683334;America/Godthab;-3;Tasiilaq,Tasiilaq,Tasiilaq,Tasiilaq,Tasiilaq,????????,???????;0;3424607;;
131;AGN;US;Angoon;57,503887;-134,58333;America/Juneau;-9;Angoon,Angoon,Angoon,Angoon,Angoon,?????,??????,Angoon;0;5844374;;
132;AGO;US;Magnolia;33,266666;-93,23333;America/Chicago;-6;Magnolia,????????,Magnolia,?????;0;4115181;;
133;AGP;ES;Malaga;36,7196484;-4,4200163;Europe/Madrid;1;M;0;2514256;;
134;AGQ;GR;Agrinion;38,604168;21,351944;Europe/Athens;2;Agrinion,????????,Agrinion,?????;0;252946;;
135;AGR;IN;Agra;27,158333;77,962776;Asia/Kolkata;6;Agra,Agra,Agra,;0;1279261;;
136;AGS;US;Augusta;33,474246;-82,00967;America/New_York;-5;Augusta,Augusta,Augusta,Augusta,Augusta,??????,???????,Augusta,????;0;4180531;;
137;AGT;PY;Ciudad Del Este;-25,5;-54,833332;America/Asuncion;-3;Ciudad Del Este,Ciudad Del Este,Ciudad Del Este,Ciudad Del Este,Ciudad Del Este,??????-????-????,??????????????,Ciudad del Este;0;3439101;;
138;AGU;MX;Aguascalientes;21,701416;-102,31374;America/Mexico_City;-6;Aguascalientes,Aguascalientes,Aguascalientes,Aguascalientes,Aguascalientes,??????????????,????????????????,Aguascalientes,???????;0;4019233;;
139;AGV;VE;Acarigua;9,552222;-69,23333;America/Caracas;-5;Acarigua,Acarigua,????????,Acarigua,????;0;0;;
140;AGW;AU;Agnew;-12,15;142,15;Australia/Brisbane;10;Agnew,?????,???;0;2144209;;
141;AGX;IN;Agatti Island;10,828967;72,17987;Asia/Kolkata;6;Agatti Island,Agatti Island,Agatti Island,Agatti Island,Agatti Island,??????,????????????? / ??????????,Agatti Island,????;0;0;;
142;AGZ;ZA;Aggeneys;-29,05;18,85;Africa/Johannesburg;2;Aggeneys,Aggeneys,????????,????;0;0;;
143;AHB;SA;Abha;18,23429;42,657574;Asia/Riyadh;3;Abha,Abha,Abha,Abha,Abha,????,?????,Abha;0;110690;;
144;AHC;US;Herlong;40,15;-120,13333;America/Los_Angeles;-8;Herlong,???????;0;5565015;;
145;AHE;PF;Ahe;-14,428056;-146,25694;Pacific/Tahiti;-10;Ahe,Ahe,Ahe,Ahe,Ahe,???,???????;0;0;;
146;AHF;US;Arapahoe;40,3;-99,9;America/Chicago;-6;Arapahoe,???????,????;0;5071348;;
147;AHH;US;Amery;45,3;-92,35;America/Chicago;-6;Amery,?????,???;0;5037649;;
148;AHI;ID;Amahai;-3,333333;128,91667;Asia/Jayapura;9;Amahai,Amahai,??????,Amahai,????;0;1651531;;
149;AHL;GY;Aishalton;2,483333;-59,316666;America/Guyana;-4;Aishalton,Aishalton,????????,????;0;0;;
150;AHM;US;Ashland;0;0;America/Los_Angeles;-8;Ashland;0;0;;
151;AHN;US;Athens;33,95195;-83,32472;America/New_York;-5;Athens,Athens,Athens,Athens,Athens,?????,???????,Athens,???;0;4180386;;
152;AHO;IT;Alghero;40,630405;8,295891;Europe/Rome;1;Alghero,Alghero,Alguer,Alghero,Alghero,???????,???????,Alghero,????????;0;3183284;;
153;AHS;HN;Ahuas;15,441667;-84,425;America/Tegucigalpa;-6;Ahuas,????;0;0;;
154;AHT;US;Amchitka;51,5;179;America/Adak;-10;Amchitka,Amchitka,???????;0;0;;
155;AHU;MA;Al Hoceima;35,17972;-3,836944;Africa/Casablanca;0;Al Hoceima,Al Hoceima,Al Hoceima,Al Hoceima,Al Hoceima,???-???????,?????????,Al Hoceima,???;0;2558545;;
156;AHW;OM;Saih Rawl;31,34292;48,74668;Asia/Muscat;4;Saih Rawl;0;0;;
157;AHY;MG;Ambatolahy;-20,016666;45,533333;Indian/Antananarivo;3;Ambatolahy,Ambatolahy,??????????;0;0;;
158;AHZ;FR;Alpe D Huez;45,083332;6,083333;Europe/Paris;1;Alpe D Huez,????-?'???,Alpe D Huez;0;3008406;;
159;AIA;US;Alliance;42,051666;-102,80666;America/Denver;-7;Alliance,Alliance,Alliance,Alliance,Alliance,??????,??????????,Alliance,????;0;5693164;;
160;AIB;US;Anita Bay;56,233334;-132,38333;America/Sitka;-9;Anita Bay,Anita Bay,????? ?????;0;0;;
161;AIC;MH;Airok;7,5;170,83333;Pacific/Majuro;12;Airok,?????,Airok;0;0;;
162;AID;US;Anderson;40,166668;-85,683334;America/Indiana/Indianapolis;-5;Anderson,????????,Anderson,???;0;4917592;;
163;AIE;PG;Aiome;-5,166667;144,66667;Pacific/Port_Moresby;10;Aiome,Aiome,?????;0;0;;
164;AIF;BR;Assis;-22,666668;-50,416668;America/Sao_Paulo;-2;Assis,Assis,?????,???;0;3471374;;
165;AIG;CF;Yalinga;6,516667;23,25;Africa/Bangui;1;Yalinga,Yalinga,??????;0;0;;
166;AIH;PG;Aiambak;-7,348611;141,26639;Pacific/Port_Moresby;10;Aiambak,Aiambak;0;2101258;;
167;AII;DJ;Alisabieh;11,15;42,716667;Africa/Djibouti;3;Ali Sabieh,Alisabieh,??? ?????;0;0;;
168;AIK;US;Aiken;33,566666;-81,71667;America/New_York;-5;Aiken,?????,Aiken,??;0;4575352;;
169;AIL;PA;Ailigandi;9,25;-78,083336;America/Panama;-5;Ailigandi,?????????,????;0;0;;
170;AIM;MH;Ailuk Island;10,2;169,98334;Pacific/Majuro;12;Ailuk Island,Ailuk Island,?????,Ailuk Adas?;0;0;;
171;AIN;US;Wainwright;70,63333;-160,03334;America/Anchorage;-9;Wainwright,Wainwright,Wainwright,Wainwright,Wainwright,????????,???????,Wainwright;0;5877543;;
172;AIO;US;Atlantic;41,4;-95,01667;America/Chicago;-6;Atlantic,????????,????;0;5074472;;
173;AIP;MH;Ailinglapalap Island;7,266667;168,81667;Pacific/Majuro;12;Ailinglapalap Island,Ailinglapalap Island,?????????????;0;0;;
174;AIR;BR;Aripuana;-10,25;-59,38333;America/Cuiaba;-3;Aripuana,?????????,?????;0;0;;
175;AIS;KI;Arorae Island;-2,65;176,83333;Pacific/Tarawa;12;Arorae Island,Arorae Island,??????,Arorae,????;0;0;;
176;AIT;CK;Aitutaki;-18,829443;-159,767;Pacific/Rarotonga;-10;Aitutaki,Aitutaki,Aitutaki,Aitutaki,Aitutaki,????????,????????,Aitutaki;0;0;;
177;AIU;CK;Atiu Island;-20,033333;-158,1;Pacific/Rarotonga;-10;Atiu Island,Atiu Island,Atiu Island,Atiu Island,Atiu Island,????,???????????? / ?????????,Atiu Adas?;0;0;;
178;AIV;US;Aliceville;33,13333;-88,15;America/Chicago;-6;Aliceville,?????????,?????;0;4829885;;
179;AIW;NA;Ai-ais;-27,983334;17,583332;Africa/Windhoek;2;Ai Ais,Ai-ais,??-???,???;0;0;;
180;AIY;US;Atlantic City;39,36;-74,45722;America/New_York;-5;Atlantic City,Atlantic City,????????? ????? ?????????????????,Atlantic City;0;4500546;;
181;AIZ;US;Kaiser;38,09833;-92,54722;America/Chicago;-6;Kaiser,??????,Lake Of The Ozarks,?????;0;4402040;;
182;AJA;FR;Ajaccio;41,91987;8,794013;Europe/Paris;1;Ajaccio,Ajaccio,Ajaccio,Ajaccio,Ajaccio,?????,?????????,Ajaccio,????;0;3038334;;
183;AJF;SA;Sakaka Al Jouf;29,788668;40,101486;Asia/Riyadh;3;Jouf,Sakaka Al Jouf,Jouf,Jouf,Jouf,?????? ???-????,???,Jouf;0;0;;
184;AJI;TR;Agri;39,65;43,025;Europe/Istanbul;3;Agri.,Agri,Agri.,Agri.,Agri.,????,?????,Agri,???;0;309647;;
185;AJJ;MR;Akjoujt;19,730556;-14,374444;Africa/Nouakchott;0;Akjoujt,Akjoujt,??????;0;0;;
186;AJK;IR;Araak;34,13333;49,833332;Asia/Tehran;4;Araak,????;0;7431358;;
187;AJL;IN;Aizawl;23,838985;92,62482;Asia/Kolkata;6;Aizol,Aizawl,Aizawl,Aizawl,Aizawl,??????,?????,Aizawl,???;0;0;;
188;AJN;KM;Anjouan;-12,126389;44,42972;Indian/Comoro;3;Anjouan,Anjouan,Anjouan,Anjouan,Anjouan,??????,??????????,Anjouan;0;0;;
189;AJR;SE;Arvidsjaur;65,59139;19,285557;Europe/Stockholm;1;Arvidsjaur,Arvidsjaur,Arvidsjaur,Arvidsjaur,Arvidsjaur,??????????,??????????,Arvidsjaur,??????;0;2725136;;
190;AJS;MX;Abreojos;26,833332;-113,666664;America/Mazatlan;-7;Abreojos,Abreojos,????????,??????;0;0;;
191;AJU;BR;Aracaju;-10,987206;-37,072792;America/Maceio;-3;Aracaju,Aracaju,Aracaju,Aracaju,Aracaju,???????,????????,Araca,????;0;3471872;;
192;AJY;NE;Agades;16,964167;7,993056;Africa/Niamey;1;Agades,Agades,??????;0;0;;
193;AKA;CN;Ankang;32,7091;108,936;Asia/Shanghai;8;Ankang,Ankang,?????,Ankang,??;0;1789065;;
194;AKB;US;Atka;52,21722;-174,20084;America/Adak;-10;Atka,Atka,Atka,Atka,Atka,????,?????,Atka;0;5879729;;
195;AKD;IN;Akola;20,666668;77,083336;Asia/Kolkata;6;Akola,?????,???;0;0;;
196;AKE;GA;Akieni;-1,172222;13,916667;Africa/Libreville;1;Akieni,Akieni,??????;0;0;;
197;AKF;LY;Kufrah;24,2;23,333332;Africa/Tripoli;2;Kufrah,Kufrah,?????,???????,Kufrah,???;0;0;;
